title,movie_earnings,avg_cluster_size,avg_cluster_movie_count,avg_cluster_unique_movie_count,avg_cluster_transitivity,avg_cluster_polarization,avg_cluster_leadership_insularity
Good Will Hunting,225933435.0,218.33333333333331,1746.3333333333335,484.33333333333337,0.32499368417401797,0.29270382658458577,0.8352212242789183
In the Mood for Love,14204632.0,272.375,2181.75,604.125,0.5729087718841892,0.2964353387862878,0.803750688272264
Lady Bird,78986478.0,385.88888888888886,3101.4444444444443,858.7777777777777,0.28147025334640247,0.4215969262738315,0.7376893326185534
Skinamarink,2053360.0,310.28571428571433,2492.428571428572,690.2857142857142,0.22618145358193056,0.3387832443271861,0.7814247654970595
Punch-Drunk Love,24675714.0,260.99999999999994,2095.2000000000003,581.4,0.18999242100882166,0.28457792523483627,0.8093047548776171
Scott Pilgrim vs. the World,49421974.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Malignant,34891791.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Fantastic Mr. Fox,57539779.0,385.88888888888886,3101.4444444444443,858.7777777777777,0.28147025334640247,0.4215969262738315,0.7376280742171131
Zack Snyders Justice League,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Nightmare Alley,39629195.0,361.83333333333337,2907.6666666666665,805.1666666666666,0.26387836251225233,0.3952471183817171,0.7515801073958785
Normal People,,163.5,1310.25,364.125,0.11874526313051355,0.17786120327177268,0.8652121795355114
Ready or Not,57615777.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
RRR,161597279.0,379.875,3053.0,845.375,0.27707228063786493,0.4150094743008029,0.7411698655199748
Her,48517427.0,218.41666666666666,1746.4166666666665,484.49999999999994,0.4083270175073513,0.26492604880680803,0.8341233497731891
The Perks of Being a Wallflower,33384127.0,373.14285714285717,2992.8571428571427,829.4285714285714,0.41427488715545946,0.45844465509738513,0.7326822893208438
Spree,50616.0,347.4000000000001,2791.5,773.1000000000001,0.25332322801176227,0.37943723364644844,0.7594414546001452
Promising Young Woman,18854166.0,310.28571428571433,2492.428571428572,690.2857142857142,0.22618145358193056,0.3387832443271861,0.7811977988089878
Spider-Man: Into the Spider-Verse,384256930.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Hes All That,103166989.0,190.28571428571425,1505.5714285714282,421.4285714285714,0.42142315786344386,0.312554502619998,0.8519330909334568
Smile,217408513.0,176.50000000000003,1398.5000000000002,388.00000000000006,0.6266616140058812,0.18971861682322422,0.8597965809912993
Marcel the Shell with Shoes On,6864296.0,240.54545454545453,1911.0,532.1818181818181,0.6272658372807469,0.29794889192553037,0.8225355345344186
The Rocky Horror Picture Show,115309850.0,242.55555555555557,1941.0000000000002,538.6666666666666,0.39814113056372374,0.30386844929151513,0.8104128508233998
Black Panther,1349926083.0,289.66666666666663,2327.0,645.0,0.21110269000980186,0.3161976947053736,0.7923333655126962
Mulholland Drive,20271953.0,310.28571428571433,2493.0,690.8571428571429,0.22618145358193056,0.3387832443271861,0.781108294112458
American Beauty,356296601.0,289.6666666666667,2327.0,645.0,0.21110269000980186,0.3161976947053736,0.7928068492186687
Spider-Man,825025036.0,327.0,2618.25,726.0,0.48749052626102707,0.35572240654354537,0.7722312345817797
The Simpsons Movie,536414293.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
The Devil Wears Prada,326706115.0,361.83333333333337,2907.8333333333335,805.3333333333334,0.26387836251225233,0.3952471183817171,0.7513783382760597
Psycho,32052925.0,372.2857142857143,2990.8571428571427,828.2857142857143,0.27141774429831667,0.40653989319262324,0.7455473316505214
Avatar,2923706026.0,248.7142857142857,1994.5714285714282,552.857142857143,0.18094516286554443,0.27102659546174884,0.8164357599248475
Mamma Mia!,694476782.0,241.7777777777778,1939.7777777777778,538.1111111111111,0.17591890834150156,0.26349807892114474,0.8200255515685368
Fallen Angels,251164.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Minari,15312445.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Marie Antoinette,,372.42857142857144,2991.714285714286,829.0,0.41427488715545946,0.430349417002147,0.7457024813523309
Booksmart,24959607.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Twilight,408430415.0,361.8333333333333,2907.666666666667,805.1666666666667,0.26387836251225233,0.3952471183817171,0.7515529594579546
Romeo  Juliet,147554998.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Drive My Car,15362861.0,372.2857142857143,2990.8571428571427,828.2857142857143,0.27141774429831667,0.40653989319262324,0.608502703949982
The Lost Daughter,,372.14285714285717,2990.714285714286,828.1428571428571,0.27141774429831667,0.40653989319262324,0.7456366042797972
The Father,24240122.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Shutter Island,294805697.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Lost in Translation,118686937.0,146.33333333333334,1168.0,326.0,0.43888467833823425,0.21701088438972385,0.9372223561666131
Atonement,131016624.0,269.1538461538462,2150.307692307693,596.7692307692307,0.5794794061628941,0.3944388976767552,0.733422405932531
A Quiet Place Part II,297372261.0,390.70000000000005,3140.2,869.5,0.2849886315132325,0.42686688785225446,0.734808361186327
The Fallout,,289.66666666666663,2326.6666666666665,644.6666666666666,0.21110269000980186,0.3161976947053736,0.7932209582279015
Old,90146510.0,382.5,3060.75,851.0,0.40207228063786493,0.4689667941548619,0.7406902662354152
Bottoms,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Clueless,,260.79999999999995,2094.2000000000003,580.4,0.18999242100882166,0.28457792523483627,0.8091953993919271
The Godfather,250341816.0,385.88888888888886,3101.4444444444443,858.7777777777777,0.28147025334640247,0.4215969262738315,0.7375219287799588
Free Guy,331526598.0,294.3333333333333,2340.3333333333335,654.5555555555555,0.4333249122320241,0.41212181889036736,0.7920996281850442
Where the Crawdads Sing,140230760.0,110.875,875.375,244.375,0.4541635087536757,0.12899080218118178,0.898492594783426
"Crazy, Stupid, Love.",145079584.0,325.75,2617.0,724.75,0.2374905262610271,0.35572240654354537,0.7722124770373392
The Wolf of Wall Street,406878233.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Halloween,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Memories of Murder,1166717.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
The French Dispatch,46333545.0,376.5333333333333,3024.2000000000003,837.5333333333334,0.34110016367940904,0.4110570031169858,0.7431264570302104
Carol,40272135.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
In the Heights,45175167.0,372.14285714285717,2990.714285714286,828.1428571428571,0.27141774429831667,0.40653989319262324,0.7454203706500101
Pulp Fiction,213928762.0,361.83333333333337,2907.6666666666665,805.1666666666666,0.26387836251225233,0.3952471183817171,0.7515561202259046
Fantastic Beasts: The Secrets of Dumbledore,407150844.0,325.75,2617.0,724.75,0.2374905262610271,0.35572240654354537,0.7724754552769596
Halloween Kills,133423964.0,347.40000000000003,2791.4,773.0000000000001,0.25332322801176227,0.37943723364644844,0.7599718566185455
Taxi Driver,28570902.0,290.22222222222223,2326.8888888888887,644.6666666666666,0.4333249122320241,0.3161976947053736,0.7929059076539275
The Royal Tenenbaums,71444482.0,310.28571428571433,2492.571428571429,690.4285714285714,0.22618145358193056,0.3387832443271861,0.7810508860602536
"tick, tick? BOOM!",,220.58333333333334,1752.1666666666665,488.24999999999994,0.574993684174018,0.3350245795031648,0.8270375620027478
The Edge of Seventeen,19370020.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Citizen Kane,1645944.0,325.75,2617.25,725.0,0.2374905262610271,0.35572240654354537,0.7725475172680082
When Harry Met Sally? ,93273565.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Ex Machina,37394629.0,379.875,3053.0,845.375,0.27707228063786493,0.4150094743008029,0.7412396111250674
CODA,,379.875,3053.0,845.375,0.27707228063786493,0.4150094743008029,0.7409218321084816
Nightcrawler,47398992.0,385.88888888888886,3101.7777777777774,859.1111111111111,0.28147025334640247,0.4215969262738315,0.7375295776961964
Alien,106285522.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
12 Angry Men,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Knock at the Cabin,54736025.0,289.6666666666667,2326.333333333333,644.3333333333333,0.21110269000980186,0.3161976947053736,0.7933744093586057
The Killing of a Sacred Deer,7027336.0,242.88888888888889,1942.1111111111113,539.5555555555555,0.5092522416748348,0.34090548632855217,0.8110805693249928
Before Midnight,20994648.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
"Lyle, Lyle, Crocodile",104088441.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Loki,636782.0,289.66666666666663,2326.3333333333335,644.3333333333334,0.21110269000980186,0.3161976947053736,0.793240342249041
Purple Hearts,,218.0,1745.5,483.5,0.1583270175073514,0.23714827102903024,0.8349114263995169
GoodFellas,47036784.0,260.79999999999995,2093.8,580.0,0.18999242100882166,0.28457792523483627,0.8095260068806955
Us,256067149.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
WandaVision,,264.99999999999994,2106.2,589.0000000000001,0.3899924210088217,0.37090963700133067,0.8092861933925262
Bo Burnham: Inside,,187.85714285714283,1497.1428571428569,414.99999999999994,0.5642803007205868,0.2032699465963116,0.8518684084037429
A Quiet Place,340952971.0,372.14285714285717,2991.0,828.4285714285714,0.27141774429831667,0.40653989319262324,0.7453082108398443
Burning,7578063.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Pinocchio,,218.0,1745.5,483.5,0.1583270175073514,0.23714827102903024,0.8346897268573477
You People,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Requiem for a Dream,7390108.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
Reservoir Dogs,2913644.0,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
The Kissing Booth 3,,434.0,3489.0,966.0,0.3166540350147028,0.4742965420580605,0.709919821274979
